BGGId,Rating,Username
227456,5.0,4933
226170,7.0,4148
40692,7.0,4675
112686,6.5,7020
21523,7.0,6581
266810,10.0,6699
24480,7.0,3013
24310,9.0,6865
11510,5.0,2509
183344,7.0,1172
13,8.0,3386
193037,8.0,5559
1212,8.0,755
59946,9.0,7815
119781,7.0,7724
155969,6.0,5434
12004,7.0,1529
169426,8.0,2121
68448,8.0,4989
191300,7.25,1139
13,9.0,3036
263918,9.0,6438
463,8.0,5756
3076,10.0,122
158572,7.0,3621
204574,3.0,863
64583,7.0,5153
15062,7.0,3214
59294,6.0,5810
98778,9.0,416
8203,6.0,7326
2767,7.0,2591
198525,8.0,1253
123540,6.0,1702
25021,8.0,693
21882,9.0,1893
145659,7.0,863
15126,7.0,7226
239942,9.0,6341
184664,3.0,5413
155821,9.0,4585
2879,7.0,4386
170216,9.0,6760
21550,6.8,2123
169786,7.0,1941
247763,9.0,295
162886,9.0,133
50381,6.0,5529
43307,9.0,5233
172242,8.0,307
34635,6.0,5254
5716,7.0,1703
104640,7.0,7688
31260,4.0,6396
171011,7.0,5603
140934,7.0,5540
43443,7.0,2322
2471,8.0,2484
438,6.0,7720
39463,8.0,4671
154203,7.0,6516
551,5.0,1961
154203,10.0,1283
291859,7.0,7277
144733,7.5,4129
30549,8.0,7153
128882,10.0,1297
3507,6.0,6008
11385,6.0,4683
286,6.0,2611
316554,8.0,3314
172,5.0,3327
13,9.0,7509
150312,6.0,7717
1561,10.0,2040
27833,7.0,7939
241477,7.5,2694
158899,7.0,3055
125678,7.3,2123
12902,7.0,5107
193699,8.0,7439
172737,8.0,6943
423,8.0,5272
39463,8.0,252
9209,6.0,1210
230266,6.5,3346
206718,6.0,7020
174430,8.0,5572
134253,8.0,7747
156129,8.0,7870
760,4.0,2942
1459,6.7,2123
25972,10.0,2937
232918,6.99,3731
201308,7.0,1713
2389,6.0,5627
266192,10.0,7411
248385,3.0,6341
215155,3.0,4962
148729,8.0,399
2511,8.0,2904
158600,7.7,2868
191189,7.0,3768
1829,8.0,5931
121921,8.0,2840
34635,5.0,4649
262291,7.0,1204
254018,7.43,6350
284584,7.0,7539
31594,3.0,7826
284818,7.0,5701
72125,7.0,7472
144344,8.0,5084
293296,7.0,4912
171623,9.5,7639
222407,8.0,5413
165471,7.0,4637
283948,6.9,4600
1237,7.0,3164
160592,7.0,4460
33604,7.0,4716
237087,6.0,5233
142963,8.0,366
320,3.0,5621
93,8.0,1839
39856,6.5,3096
28620,6.0,3564
151007,7.0,787
18866,5.0,5701
179572,7.0,3985
163839,3.0,2436
822,7.0,2121
276025,7.0,2064
145976,6.0,2473
214880,7.0,49
1634,7.25,7325
172381,6.0,4717
224037,7.0,2279
1111,8.0,3471
34219,8.0,5440
38872,7.0,7944
20617,7.0,1743
244522,9.0,4702
147451,6.0,2137
226610,9.0,407
463,7.0,6922
143157,7.0,399
113924,6.0,133
2596,6.0,3947
822,6.0,6947
123370,7.0,2345
51,8.0,3291
8017,7.0,7944
204583,7.0,4660
27588,6.0,3647
263155,8.0,7132
256382,6.5,3828
70323,7.0,2811
209778,8.0,2561
278,8.0,4173
171273,7.6,6394
265188,7.5,4078
169786,7.0,987
131646,9.0,2378
986,7.0,2237
156129,8.0,5913
253344,8.0,6969
31260,7.5,1297
1406,6.0,3651
303057,7.0,7778
65581,5.0,5141
199792,8.0,3712
3633,5.0,5931
25182,7.0,399
274364,8.0,2801
175846,7.0,10
142379,7.0,7992
6748,6.0,4129
68448,7.0,3378
156180,7.0,4732
21790,8.0,7815
232361,5.63333,6284
24773,8.0,1269
154479,7.0,3621
138161,5.5,264
225167,8.0,2654
256382,8.0,489
4862,7.0,3579
224,7.0,3738
195137,7.5,626
260605,8.0,6154
15,7.0,4339
34635,9.0,5123
129622,5.0,7582
146439,7.0,5121
167791,9.0,4753
187617,7.0,139
4604,5.0,6765
137297,5.5,2611
511,7.0,3960
93260,8.0,4586
30741,5.0,6138
82421,8.0,3866
216439,8.0,5293
216798,8.5,1121
45315,10.0,3757
193037,7.0,6340
137408,6.0,6224
206327,6.0,2611
107529,9.0,3885
84876,8.0,2689
216132,10.0,105
229853,9.0,5993
55427,6.0,6451
188,5.0,3987
79828,6.0,2406
5406,6.0,1961
173346,9.0,4660
104162,4.0,5732
478,6.5,5267
256067,7.0,2406
156129,8.0,7260
10547,9.0,2910
339958,7.5,2334
123540,6.5,4765
133473,9.0,3957
225885,6.0,6839
191055,8.0,1172
156009,7.0,1623
63268,7.0,3788
160495,8.0,2566
151022,10.0,6796
45134,6.0,3467
123540,9.0,3759
5782,6.0,6104
24762,6.5,5153
104006,5.0,7782
68448,10.0,2321
112138,10.0,936
205597,5.0,7778
38453,9.0,175
161429,5.0,5416
133473,7.0,3887
218603,7.0,1375
822,6.0,5168
104162,10.0,2670
3972,8.0,2113
8217,6.0,153
231819,4.0,3621
131357,4.0,3229
146021,7.0,907
2511,8.0,3276
28720,7.0,7821
173761,7.5,4001
27162,6.5,2473
222514,7.0,2327
121921,6.0,7280
25292,9.0,4141
8217,8.0,4513
